cand_name,cid,cycle,state,party,chamber,first_elected,next_election,total,spent,cash_on_hand,debt,origin,source,last_updated
"Brooks, Mo",N00030910,2022,AL,R,H,2010,2022,3153275.32,4288807.84,1968.66,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00030910&cycle=2022,12/31/2022
"McGovern, James P",N00000179,2022,MA,D,H,1996,2022,1115162.96,1012730.69,367378.7,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00000179&cycle=2022,12/31/2022
"Latta, Bob",N00012233,2022,OH,R,H,2007,2022,1558302.91,1353215.87,924551.44,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00012233&cycle=2022,12/31/2022
"Jones, Mondaire",N00044908,2022,NY,D,H,2020,2022,3013074.87,3739317.98,71345.37,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00044908&cycle=2022,12/31/2022
"McHenry, Patrick",N00026627,2022,NC,R,H,2004,2022,3897222.63,3480816.43,2123375.72,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00026627&cycle=2022,12/31/2022
"Joyce, John",N00043242,2022,PA,R,H,2018,2022,1523590.3,430303.62,1812169.31,906423,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00043242&cycle=2022,12/31/2022
"Lucas, Frank D",N00005559,2022,OK,R,H,1994,2022,1521360.93,1623844.54,179695.76,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00005559&cycle=2022,12/31/2022
"Himes, Jim",N00029070,2022,CT,D,H,2008,2022,1665641.43,1829542.24,1659298.8,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00029070&cycle=2022,12/31/2022
"Miller, Max",N00048277,2022,,R,,,2022,2980627.07,2907928.29,72698.78,1050000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00048277&cycle=2022,12/31/2022
"Beyer, Don",N00036018,2022,VA,D,H,2014,2022,2112832.6,2156091.52,596762.81,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00036018&cycle=2022,12/31/2022
"Boebert, Lauren",N00045974,2022,CO,R,H,2020,2022,7744744.35,7330263.06,771275.6,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00045974&cycle=2022,12/31/2022
"Posey, Bill",N00029662,2022,FL,R,H,2008,2022,1028263.38,775204.85,423022.85,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00029662&cycle=2022,12/31/2022
"Cleaver, Emanuel",N00026790,2022,MO,D,H,2004,2022,1214785.4,1181591.29,961057.81,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00026790&cycle=2022,12/31/2022
"Mullin, Markwayne",N00033410,2022,OK,R,H,2012,2026,5427643.21,5982947.47,55005.69,1230775.86,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033410&cycle=2022,12/31/2022
"Matsui, Doris",N00027459,2022,CA,D,H,2005,2022,1395576.99,1483648.36,181340.09,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00027459&cycle=2022,12/31/2022
"Thompson, Bennie G",N00003288,2022,MS,D,H,1993,2022,1508550.6,1301189.31,1730909.56,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00003288&cycle=2022,12/31/2022
"Pallone, Frank Jr",N00000781,2022,NJ,D,H,1988,2022,3130439.97,3781292.64,2686743.08,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00000781&cycle=2022,12/31/2022
"Cotton, Tom",N00033363,2022,AR,R,S,2014,2026,16505657.61,8993605.51,7783898.65,73959,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033363&cycle=2022,12/31/2022
"Clarke, Yvette",N00026961,2022,NY,D,H,2006,2022,785088.36,794004.34,62704.77,49480,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00026961&cycle=2022,12/31/2022
"Hageman, Harriet",N00049197,2022,,R,,,2022,5678770.25,5403981.28,274788.97,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049197&cycle=2022,12/31/2022
"Foster, Bill",N00029139,2022,IL,D,H,2012,2022,3292555.72,6223640.99,805115.33,1026069.89,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00029139&cycle=2022,12/31/2022
"Yakym, Rudy",N00051733,2022,IN,R,,2022,2022,1129551.26,981438.53,148112.73,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00051733&cycle=2022,12/31/2022
"Steube, Greg",N00042808,2022,FL,R,H,2018,2022,1617685.42,974048.89,967412.98,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042808&cycle=2022,12/31/2022
"Aguilar, Pete",N00033997,2022,CA,D,H,2014,2022,3198433.51,3458271.23,1579756.32,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033997&cycle=2022,12/31/2022
"Sinema, Kyrsten",N00033983,2022,AZ,D,S,2018,2024,33541385.17,27567797.53,8237221.96,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033983&cycle=2022,12/31/2022
"Higgins, Brian M",N00027060,2022,NY,D,H,2004,2022,1535574.09,1853282.45,793343.64,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00027060&cycle=2022,12/31/2022
"Pappas, Chris",N00042161,2022,NH,D,H,2018,2022,5098117.64,5198803.39,113226.3,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042161&cycle=2022,12/31/2022
"Reschenthaler, Guy",N00041871,2022,PA,R,H,2018,2022,1980348.68,2163433.62,504494.68,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00041871&cycle=2022,12/31/2022
"Grothman, Glenn",N00036409,2022,WI,R,H,2014,2022,1238391.19,970095.21,537726.79,139110,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00036409&cycle=2022,12/31/2022
"Harshbarger, Diana",N00046688,2022,TN,R,H,2020,2022,1982165.05,1304900.18,935110.7,1456793,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00046688&cycle=2022,12/31/2022
"Rogers, Hal",N00003473,2022,KY,R,H,1980,2022,809395.99,933333.86,712965.28,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00003473&cycle=2022,12/31/2022
"Hassan, Maggie",N00038397,2022,NH,D,S,2016,2022,41623667.13,41638528.36,124100.13,357101.35,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00038397&cycle=2022,12/31/2022
"Golden, Jared",N00041668,2022,ME,D,H,2018,2022,5966782.06,6062952.61,34690.26,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00041668&cycle=2022,12/31/2022
"Mace, Nancy",N00035670,2022,SC,R,H,2020,2022,5776312.15,5624838.55,210960.82,100,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00035670&cycle=2022,12/31/2022
"Tenney, Claudia",N00036351,2022,NY,R,H,2020,2022,3217885.69,3559303.4,61449.34,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00036351&cycle=2022,12/31/2022
"Green, Mark",N00041873,2022,TN,R,H,2018,2022,1703793.02,1850651.83,123656.21,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00041873&cycle=2022,12/31/2022
"Walberg, Tim",N00026368,2022,MI,R,H,2010,2022,1494322.25,1200234.25,1063455.67,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00026368&cycle=2022,12/31/2022
"Letlow, Julia",N00047972,2022,LA,R,H,2021,2022,2819700.49,2033000.53,786699.96,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00047972&cycle=2022,12/31/2022
"Jackson, Jeff",N00050407,2022,,D,,,2022,5468695.3,5388629.47,80065.83,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00050407&cycle=2022,12/31/2022
"Schakowsky, Jan",N00004724,2022,IL,D,H,1998,2022,1542148.07,1390496.93,900705.42,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00004724&cycle=2022,12/31/2022
"Vasquez, Gabe",N00049142,2022,,D,,,2022,3650711.35,3627934.62,22776.73,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049142&cycle=2022,12/31/2022
"De La Cruz, Monica",N00045793,2022,,R,,,2022,4581188.39,4536477.42,52216.7,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00045793&cycle=2022,12/31/2022
"Kaine, Tim",N00033177,2022,VA,D,S,2012,2024,20180380.48,19472057.05,3829018.8,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033177&cycle=2022,12/31/2022
"Connolly, Gerry",N00029891,2022,VA,D,H,2008,2022,2085788.61,1825210.07,3152499.09,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00029891&cycle=2022,12/31/2022
"Jordan, Jim",N00027894,2022,OH,R,H,2006,2022,13975653.3,12404150.89,7685314.5,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00027894&cycle=2022,12/31/2022
"Guthrie, Brett",N00029675,2022,KY,R,H,2008,2022,2241365.25,2233919.8,1864119.81,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00029675&cycle=2022,12/31/2022
"Gillibrand, Kirsten",N00027658,2022,NY,D,S,2009,2024,23328147.16,20542691.98,5052119.19,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00027658&cycle=2022,12/31/2022
"Nehls, Troy",N00046067,2022,TX,R,H,2020,2022,1373056.92,1005784.76,386478.8,5726.73,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00046067&cycle=2022,12/31/2022
"Capito, Shelley Moore",N00009771,2022,WV,R,S,2014,2026,6481041.17,4042371.5,2838784.22,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00009771&cycle=2022,12/31/2022
"Larsen, Rick",N00009759,2022,WA,D,H,2000,2022,1684899.22,1753786.89,260314.97,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00009759&cycle=2022,12/31/2022
"Fitzpatrick, Brian",N00038779,2022,PA,R,H,2016,2022,4421004.95,3009415.3,1459914.25,62747.5,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00038779&cycle=2022,12/31/2022
"Horsford, Steven",N00033638,2022,NV,D,H,2018,2022,4926766.53,5360581.5,62102.42,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033638&cycle=2022,12/31/2022
"Khanna, Ro",N00026427,2022,CA,D,H,2016,2022,5790692.26,2763299.62,5288521.07,89348.3,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00026427&cycle=2022,12/31/2022
"Cassidy, Bill",N00030245,2022,LA,R,S,2014,2026,12479866.18,10555352.15,3201109.25,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00030245&cycle=2022,12/31/2022
"Costa, Jim",N00026341,2022,CA,D,H,2004,2022,2022815.46,2043907.67,389078.41,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00026341&cycle=2022,12/31/2022
"Warnock, Raphael",N00046489,2022,GA,D,S,2021,2022,180898147,180666083,6033136,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00046489&cycle=2022,12/26/2022
"Feinstein, Dianne",N00007364,2022,CA,D,S,1992,2024,11157201.71,13571589.3,9968.56,505247,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00007364&cycle=2022,12/31/2022
"Kiggans, Jen",N00048315,2022,,R,,,2022,3468122.08,3442611.5,25510.58,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00048315&cycle=2022,12/31/2022
"Meng, Grace",N00034547,2022,NY,D,H,2012,2022,1601047.84,1288741.82,707826.12,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00034547&cycle=2022,12/31/2022
"Smith, Adam",N00007833,2022,WA,D,H,1996,2022,1381608.6,1373485.64,593950.77,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00007833&cycle=2022,12/31/2022
"Ogles, Andy",N00050943,2022,,R,,,2022,1275653.68,882482.38,393171.3,320000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00050943&cycle=2022,12/31/2022
"Desaulnier, Mark",N00030709,2022,CA,D,H,2014,2022,617488.65,523512.26,575364.4,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00030709&cycle=2022,12/31/2022
"McCarthy, Kevin",N00028152,2022,CA,R,H,2006,2022,27362323.58,26676446.73,5488009.58,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00028152&cycle=2022,12/31/2022
"Neal, Richard E",N00000153,2022,MA,D,H,1988,2022,3477196.54,2377669.94,3484090.49,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00000153&cycle=2022,12/31/2022
"Hagerty, Bill",N00045369,2022,TN,R,S,2020,2026,14216237.43,13295658.6,920578.83,1905000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00045369&cycle=2022,12/31/2022
"Greene, Marjorie Taylor",N00044701,2022,GA,R,H,2020,2022,12546634.25,10959971.04,1958194.38,950000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00044701&cycle=2022,12/31/2022
"King, Angus",N00034580,2022,ME,I,S,2012,2024,5011739.6,4831323.14,313050.54,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00034580&cycle=2022,12/31/2022
"Casey, Bob",N00027503,2022,PA,D,S,2006,2024,23960890.05,22485570.76,3081882.37,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00027503&cycle=2022,12/31/2022
"Van Orden, Derrick",N00046843,2022,,R,,,2022,6316995.06,6153134.16,177664.94,40743.61,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00046843&cycle=2022,12/31/2022
"Duarte, John",N00050562,2022,,R,,,2022,2412509.92,2386991.29,25518.63,119260.3,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00050562&cycle=2022,12/31/2022
"Fulcher, Russ",N00041335,2022,ID,R,H,2018,2022,528524.5,462068.49,169286.81,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00041335&cycle=2022,12/31/2022
"Pelosi, Nancy",N00007360,2022,CA,D,H,1987,2022,25070650.97,27776295.55,3593728.76,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00007360&cycle=2022,12/31/2022
"Gaetz, Matt",N00039503,2022,FL,R,H,2016,2022,6384832.36,7421223.27,569434.95,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00039503&cycle=2022,12/31/2022
"Owens, Burgess",N00045812,2022,UT,R,H,2020,2022,3482744.69,3358123.67,204950.21,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00045812&cycle=2022,12/31/2022
"Amodei, Mark",N00031177,2022,NV,R,H,2011,2022,1192885.82,1237548.25,279653.65,9000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00031177&cycle=2022,12/31/2022
"Correa, Lou",N00037260,2022,CA,D,H,2016,2022,1290955.69,916513.47,1520142.93,9048.98,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00037260&cycle=2022,12/31/2022
"Molinaro, Marc",N00049147,2022,,R,,,2022,2491602.09,2429587.14,62014.95,59288.25,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049147&cycle=2022,12/31/2022
"Rosendale, Matt",N00035517,2022,MT,R,H,2020,2022,2211919.83,1256985.95,1217772.92,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00035517&cycle=2022,12/31/2022
"McClintock, Tom",N00006863,2022,CA,R,H,2008,2022,1667476.12,1700732.1,137539.98,13992.08,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00006863&cycle=2022,12/31/2022
"Pascrell, Bill Jr",N00000751,2022,NJ,D,H,1996,2022,1567025.85,1610365.03,1361044.87,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00000751&cycle=2022,12/31/2022
"Braun, Mike",N00041731,2022,IN,R,S,2018,2024,20700249.71,20346825.7,353421.97,341069.24,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00041731&cycle=2022,12/31/2022
"Good, Bob",N00045557,2022,VA,R,H,2020,2022,1149484.21,1185462.2,14358.36,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00045557&cycle=2022,12/31/2022
"Scholten, Hillary",N00044885,2022,,D,,,2022,3716370.48,3733215.65,10345.07,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00044885&cycle=2022,12/31/2022
"Neguse, Joseph",N00041080,2022,CO,D,H,2018,2022,2335674.48,1368338.92,1860839.87,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00041080&cycle=2022,12/31/2022
"Bilirakis, Gus",N00027462,2022,FL,R,H,2006,2022,1979500.58,1911514.43,143096.62,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00027462&cycle=2022,12/31/2022
"Johnson, Mike",N00039106,2022,LA,R,H,2016,2022,1342470.21,1127578.25,884578.43,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00039106&cycle=2022,12/31/2022
"Wilson, Frederica",N00030650,2022,FL,D,H,2010,2022,617225.06,474201.44,563608.99,15250,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00030650&cycle=2022,12/31/2022
"Issa, Darrell",N00007017,2022,CA,R,H,2000,2022,1375005.85,1049979.18,617589.93,5081387.99,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00007017&cycle=2022,12/31/2022
"Scott, Bobby",N00002147,2022,VA,D,H,1992,2022,847219.46,851549.9,192336.91,3191.43,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00002147&cycle=2022,12/31/2022
"DelBene, Suzan",N00030693,2022,WA,D,H,2012,2022,2476550.46,3136123.68,679544.74,495000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00030693&cycle=2022,12/31/2022
"Velazquez, Nydia",N00001102,2022,NY,D,H,1992,2022,600501.39,607632.18,303251.05,7736.52,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00001102&cycle=2022,12/31/2022
"Ivey, Glenn",N00033749,2022,,D,,,2022,1671415.07,1544888.16,126526.91,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033749&cycle=2022,12/31/2022
"Scott, Austin",N00032457,2022,GA,R,H,2010,2022,821873.28,757439.97,730963.45,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00032457&cycle=2022,12/31/2022
"Lee, Barbara",N00008046,2022,CA,D,H,1998,2022,2098481.47,2256501.94,52353.25,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00008046&cycle=2022,12/31/2022
"Cantwell, Maria",N00007836,2022,WA,D,S,2000,2024,11027332.37,11644086.11,189631.34,2171350.9,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00007836&cycle=2022,12/31/2022
"Carson, Andre",N00029513,2022,IN,D,H,2008,2022,843211.93,1120280.78,711101.02,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00029513&cycle=2022,12/31/2022
"Waltz, Michael",N00042403,2022,FL,R,H,2018,2022,2939406.26,2754696.23,1069170.14,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042403&cycle=2022,12/31/2022
"Shaheen, Jeanne",N00024790,2022,NH,D,S,2008,2026,19831700.09,18703114.63,1318903.41,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00024790&cycle=2022,12/31/2022
"Fitzgerald, Scott",N00045434,2022,WI,R,H,2020,2022,995660.79,790146.36,392829.62,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00045434&cycle=2022,12/31/2022
"Phillips, Dean",N00041134,2022,MN,D,H,2018,2022,2218400.2,2260038.02,176428.85,250000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00041134&cycle=2022,12/31/2022
"Lynch, Stephen",N00013855,2022,MA,D,H,2001,2022,960565.89,819039.99,1354910.25,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00013855&cycle=2022,12/31/2022
"Bacon, Donald John",N00037049,2022,NE,R,H,2016,2022,3884624.74,3955402.85,14235.5,138272.83,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00037049&cycle=2022,12/31/2022
"Peters, Gary",N00029277,2022,MI,D,S,2014,2026,54893450.55,50500781.57,5065538.33,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00029277&cycle=2022,12/31/2022
"Pocan, Mark",N00033549,2022,WI,D,H,2012,2022,1143752.09,1002074.85,992689.86,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033549&cycle=2022,12/31/2022
"Castor, Kathy",N00027514,2022,FL,D,H,2006,2022,1568135.55,1640567.58,350969.89,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00027514&cycle=2022,12/31/2022
"Klobuchar, Amy",N00027500,2022,MN,D,S,2006,2024,14991512.64,16590048.01,1145386.77,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00027500&cycle=2022,12/31/2022
"Blackburn, Marsha",N00003105,2022,TN,R,S,2018,2024,19560660.01,18485530.8,3627086.97,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00003105&cycle=2022,12/31/2022
"Manning, Kathy",N00042159,2022,NC,D,H,2020,2022,3009122.69,3113085.75,208376.93,250000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042159&cycle=2022,12/31/2022
"Stabenow, Debbie",N00004118,2022,MI,D,S,2000,2024,18711784.95,17461791.59,4450276.22,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00004118&cycle=2022,12/31/2022
"Kean, Tom",N00019149,2022,,R,,,2022,4425185.01,4424785.53,94078.89,8311.12,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00019149&cycle=2022,12/31/2022
"LaMalfa, Doug",N00033987,2022,CA,R,H,2012,2022,948619.88,673071.42,366690.24,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033987&cycle=2022,12/31/2022
"Scott, Rick",N00043290,2022,FL,R,S,2018,2024,94775764.8,90736313.99,4044450.55,4000000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00043290&cycle=2022,12/31/2022
"Davis, Don",N00049636,2022,,D,,,2022,1841126.41,1823153.33,17973.08,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049636&cycle=2022,12/31/2022
"Smucker, Lloyd",N00038781,2022,PA,R,H,2016,2022,1501842.21,1318793.56,879823.65,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00038781&cycle=2022,12/31/2022
"Waters, Maxine",N00006690,2022,CA,D,H,1990,2022,1243263.32,1362209.9,235632.42,34043.92,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00006690&cycle=2022,12/31/2022
"Moore, Barry",N00041295,2022,AL,R,H,2020,2022,869937.05,408578.62,467797.48,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00041295&cycle=2022,12/31/2022
"Sykes, Emilia",N00050165,2022,,D,,,2022,2498412.27,2447735.22,50677.05,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00050165&cycle=2022,12/31/2022
"Kuster, Ann",N00030875,2022,NH,D,H,2012,2022,4418702.25,5345649.82,146137.74,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00030875&cycle=2022,12/31/2022
"Merkley, Jeff",N00029303,2022,OR,D,S,2008,2026,11943857.57,8419192.61,4238502.21,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00029303&cycle=2022,12/31/2022
"Cardenas, Tony",N00033373,2022,CA,D,H,2012,2022,1548526.3,1839043.91,239271.51,8885.92,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033373&cycle=2022,12/31/2022
"Valadao, David",N00033367,2022,CA,R,H,2012,2022,3717567.73,3824958.78,48438.57,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033367&cycle=2022,12/31/2022
"Wittman, Rob",N00029459,2022,VA,R,H,2007,2022,2139293.78,1790235.09,536390.11,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00029459&cycle=2022,12/31/2022
"Jackson Lee, Sheila",N00005818,2022,TX,D,H,1994,2022,954615.39,841526.92,301375.52,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00005818&cycle=2022,12/31/2022
"Booker, Cory",N00035267,2022,NJ,D,S,2013,2026,19591935.05,13061778.19,7910605.59,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00035267&cycle=2022,12/31/2022
"Clyburn, James E",N00002408,2022,SC,D,H,1992,2022,3570312.82,3256272.54,2294535.61,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00002408&cycle=2022,12/31/2022
"DeGette, Diana",N00006134,2022,CO,D,H,1996,2022,1142530.27,1071062.86,348840.18,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00006134&cycle=2022,12/31/2022
"Boyle, Brendan",N00035307,2022,PA,D,H,2014,2022,1688903.47,812703.69,2344941.15,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00035307&cycle=2022,12/31/2022
"Garcia, Mike",N00044298,2022,CA,R,H,2020,2022,7134366.55,7395553.17,116671.65,129195.04,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00044298&cycle=2022,12/31/2022
"Norcross, Don",N00036154,2022,NJ,D,H,2014,2022,2158893.53,3526609.12,556948.14,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00036154&cycle=2022,12/31/2022
"Case, Ed",N00025882,2022,HI,D,H,2018,2022,1050573.57,659744.59,507530.31,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00025882&cycle=2022,12/31/2022
"Steel, Michelle",N00044501,2022,CA,R,H,2020,2022,7264048.79,6964585.49,456537.21,495002.23,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00044501&cycle=2022,12/31/2022
"Coons, Chris",N00031820,2022,DE,D,S,2010,2026,7732994.21,6288549.4,1821102.38,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00031820&cycle=2022,12/31/2022
"Lee, Summer",N00049757,2022,,D,,,2022,1845504.73,1821137.77,24366.96,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049757&cycle=2022,12/31/2022
"Van Drew, Jeff",N00042164,2022,NJ,R,H,2018,2022,3054444.9,2766911.49,479411.3,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042164&cycle=2022,12/31/2022
"Pfluger, August",N00045421,2022,TX,R,H,2020,2022,3017035.61,2035079.17,1576362.93,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00045421&cycle=2022,12/31/2022
