org_name,total,pacs,indivs,cycle,source,cid
National Auto Dealers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037427&cycle=2022,N00037427
American Israel Public Affairs Cmte,8900,5000,3900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037427&cycle=2022,N00037427
Democracy Engine,46360,0,46360,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
JStreetPAC,35517,5000,30517,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
EMILY's List,26550,10000,16550,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Frontline USA,21200,10000,11200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Pragmatics Inc,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Jones Day,14100,0,14100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
"Akin, Gump et al",13099,1000,12099,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Amazon.com,13060,4000,9060,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Dag Ventures,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Fried Companies,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
General Dynamics,39625,10000,29625,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024842&cycle=2022,N00024842
Electric Boat Corp,24150,0,24150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024842&cycle=2022,N00024842
JStreetPAC,18150,4500,13650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024842&cycle=2022,N00024842
Cross Sound Ferry,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024842&cycle=2022,N00024842
American Israel Public Affairs Cmte,16900,7900,9000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024842&cycle=2022,N00024842
Athena Health Care Systems,16700,0,16700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024842&cycle=2022,N00024842
Frontline USA,12900,10000,2900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024842&cycle=2022,N00024842
Northlane Capital Partners,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024842&cycle=2022,N00024842
American Assn for Justice,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024842&cycle=2022,N00024842
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024842&cycle=2022,N00024842
Service Employees International Union,15000,10000,5000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003225&cycle=2022,N00003225
Franklin L Haney Co,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003225&cycle=2022,N00003225
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003225&cycle=2022,N00003225
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003225&cycle=2022,N00003225
Carpenters & Joiners Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003225&cycle=2022,N00003225
Communications Workers of America,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003225&cycle=2022,N00003225
Enterprise Holdings,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003225&cycle=2022,N00003225
FedEx Corp,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003225&cycle=2022,N00003225
Honeywell International,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003225&cycle=2022,N00003225
Machinists/Aerospace Workers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003225&cycle=2022,N00003225
Dow Inc,59325,5000,54325,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036275&cycle=2022,N00036275
Fisher Companies (Michigan),19700,0,19700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036275&cycle=2022,N00036275
Rdv Corp,18650,0,18650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036275&cycle=2022,N00036275
Edward C Levy Co,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036275&cycle=2022,N00036275
Three Rivers Corp,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036275&cycle=2022,N00036275
Emergent Biosolutions,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036275&cycle=2022,N00036275
Cadillac Casting,15150,0,15150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036275&cycle=2022,N00036275
Chaldean Chamber of Commerce,14100,0,14100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036275&cycle=2022,N00036275
Amway Corp,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036275&cycle=2022,N00036275
Centra Inc,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036275&cycle=2022,N00036275
Northrop Grumman,41575,4000,37575,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033443&cycle=2022,N00033443
Union Pacific Corp,38100,10000,28100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033443&cycle=2022,N00033443
Delta Air Lines,33945,10000,23945,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033443&cycle=2022,N00033443
Boeing Co,28925,15000,13925,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033443&cycle=2022,N00033443
Matson Inc,28450,8500,19950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033443&cycle=2022,N00033443
Cox Enterprises,28000,11000,17000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033443&cycle=2022,N00033443
AFLAC Inc,27800,500,27300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033443&cycle=2022,N00033443
Comcast Corp,26000,10000,16000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033443&cycle=2022,N00033443
BNSF Railway,25400,5000,20400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033443&cycle=2022,N00033443
Elliott Management,22600,0,22600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033443&cycle=2022,N00033443
Elwood Staffing,23500,0,23500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041956&cycle=2022,N00041956
Ice Miller LLP,20941,10000,10941,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041956&cycle=2022,N00041956
Barnes & Thornburg,18099,2500,15599,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041956&cycle=2022,N00041956
Poet LLC,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041956&cycle=2022,N00041956
"Bose, McKinney & Evans",14800,0,14800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041956&cycle=2022,N00041956
A10 Assoc,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041956&cycle=2022,N00041956
Squire Creek Country Club,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041956&cycle=2022,N00041956
AT&T Inc,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041956&cycle=2022,N00041956
CMR PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041956&cycle=2022,N00041956
Elevance Health,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041956&cycle=2022,N00041956
Democracy Engine,112150,0,112150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007724&cycle=2022,N00007724
Nike Inc,75865,10000,65865,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007724&cycle=2022,N00007724
Intel Corp,74807,10000,64807,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007724&cycle=2022,N00007724
Synergi Partners,47300,0,47300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007724&cycle=2022,N00007724
Centene Corp,44406,10000,34406,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007724&cycle=2022,N00007724
Capital Group,43500,0,43500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007724&cycle=2022,N00007724
American Israel Public Affairs Cmte,43250,2100,41150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007724&cycle=2022,N00007724
Huntsman Corp,40000,10000,30000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007724&cycle=2022,N00007724
Associated Medical Professionals of New York,39200,0,39200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007724&cycle=2022,N00007724
Lazard Ltd,38400,0,38400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007724&cycle=2022,N00007724
Senate Conservatives Fund,194349,5000,189349,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030836&cycle=2022,N00030836
Club for Growth,140529,1200,139329,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030836&cycle=2022,N00030836
Club for Growth Action,26450,0,26450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030836&cycle=2022,N00030836
Huffines Communities,23400,0,23400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030836&cycle=2022,N00030836
G&J Pepsi-Cola Bottlers,20300,0,20300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030836&cycle=2022,N00030836
Red Apple Group,18400,0,18400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030836&cycle=2022,N00030836
Energy Transfer Partners,17398,0,17398,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030836&cycle=2022,N00030836
Herring Networks,17200,0,17200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030836&cycle=2022,N00030836
Manchester Financial Group,17200,0,17200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030836&cycle=2022,N00030836
LHC Group,16650,0,16650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030836&cycle=2022,N00030836
AFLAC Inc,38950,10000,28950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00002674&cycle=2022,N00002674
Digidems PAC,26704,2933,23771,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00002674&cycle=2022,N00002674
American Israel Public Affairs Cmte,21200,7900,13300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00002674&cycle=2022,N00002674
Frontline USA,18300,10000,8300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00002674&cycle=2022,N00002674
Bain Capital,14100,0,14100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00002674&cycle=2022,N00002674
Thomas Usaf Group,14100,0,14100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00002674&cycle=2022,N00002674
THEGROUP,13450,0,13450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00002674&cycle=2022,N00002674
Altria Group,12900,10000,2900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00002674&cycle=2022,N00002674
Home Depot,12900,10000,2900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00002674&cycle=2022,N00002674
Comcast Corp,12000,10000,2000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00002674&cycle=2022,N00002674
Pro-Israel America PAC,213450,0,213450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033640&cycle=2022,N00033640
Votesane PAC,112510,0,112510,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033640&cycle=2022,N00033640
NorPAC,99150,1000,98150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033640&cycle=2022,N00033640
American Israel Public Affairs Cmte,66990,4200,62790,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033640&cycle=2022,N00033640
"Paul, Weiss et al",57600,0,57600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033640&cycle=2022,N00033640
Apollo Global Management,47100,0,47100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033640&cycle=2022,N00033640
Comcast Corp,42700,15000,27700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033640&cycle=2022,N00033640
League of Conservation Voters,35080,5000,30080,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033640&cycle=2022,N00033640
JPMorgan Chase & Co,34450,10500,23950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033640&cycle=2022,N00033640
Blackstone Group,33050,0,33050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033640&cycle=2022,N00033640
Holland & Hart,43550,2500,41050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040876&cycle=2022,N00040876
JStreetPAC,23725,3000,20725,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040876&cycle=2022,N00040876
American Israel Public Affairs Cmte,22300,10000,12300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040876&cycle=2022,N00040876
"Brownstein, Hyatt et al",15850,0,15850,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040876&cycle=2022,N00040876
DISH Network,14150,0,14150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040876&cycle=2022,N00040876
University of Colorado,13424,0,13424,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040876&cycle=2022,N00040876
Palantir Technologies,12525,0,12525,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040876&cycle=2022,N00040876
Sallyport Investments,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040876&cycle=2022,N00040876
Haberfeld Assoc,11400,0,11400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040876&cycle=2022,N00040876
Considered Media,11200,0,11200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040876&cycle=2022,N00040876
Pollard Lumber,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
MAU Workforce Solutions,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
Yancey Brothers,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
Home Depot,10500,10000,500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
RW Allen LLC,10300,0,10300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
AFLAC Inc,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
American Israel Public Affairs Cmte,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
Delta Air Lines,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
Senate Conservatives Fund,286588,7500,279088,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Club for Growth,235782,0,235782,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
NorPAC,93950,0,93950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Lockheed Martin,59770,2000,57770,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Delta Air Lines,54694,10000,44694,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Southwest Airlines,51716,5998,45718,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
BNSF Railway,48492,12500,35992,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
American Airlines,44880,9000,35880,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Pbf Energy,43560,0,43560,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Republican Jewish Coalition,42474,10000,32474,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
JStreetPAC,42579,1500,41079,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037036&cycle=2022,N00037036
American University,31873,0,31873,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037036&cycle=2022,N00037036
Eat the Change,20300,0,20300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037036&cycle=2022,N00037036
"City of Takoma Park, MD",17780,0,17780,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037036&cycle=2022,N00037036
Summit Global Ventures,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037036&cycle=2022,N00037036
Physicians Cmte for Responsible Medicine,17300,0,17300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037036&cycle=2022,N00037036
Conceptual Analytics LLC,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037036&cycle=2022,N00037036
US Congress,14400,0,14400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037036&cycle=2022,N00037036
Tsg Global Holdings,12600,0,12600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037036&cycle=2022,N00037036
Arnold & Porter Kaye Scholer,12259,0,12259,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037036&cycle=2022,N00037036
American Israel Public Affairs Cmte,95050,5000,90050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Harbert Management,73500,0,73500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Great Southern Wood Preserving,66950,0,66950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
"Beasley, Allen et al",62800,0,62800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Protective Life Corp,58200,15000,43200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
National Republican Senatorial Cmte,51200,51200,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Alabama Power,50825,10000,40825,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Radiance Technologies,48400,15000,33400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Stephens Inc,47311,5000,42311,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Cooper/T Smith Corp,43500,0,43500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
House Freedom Fund,39500,10000,29500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030771&cycle=2022,N00030771
Bill Luke Chrysler/Jeep/Dodge,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030771&cycle=2022,N00030771
Gun Owners of America,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030771&cycle=2022,N00030771
SAFTI First,8500,0,8500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030771&cycle=2022,N00030771
Anthem Lakes LLC,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030771&cycle=2022,N00030771
Bq Resorts,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030771&cycle=2022,N00030771
"Cohen, Klingenstein & Marks",5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030771&cycle=2022,N00030771
Hercules Holding,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030771&cycle=2022,N00030771
Irving Moskowitz Foundation,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030771&cycle=2022,N00030771
Island Doctors,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030771&cycle=2022,N00030771
American Israel Public Affairs Cmte,22900,7900,15000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044027&cycle=2022,N00044027
East Carolina Anesthesia Assoc,21825,0,21825,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044027&cycle=2022,N00044027
Glen Raven Inc,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044027&cycle=2022,N00044027
Ward & Smith,16025,5000,11025,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044027&cycle=2022,N00044027
Arkansas Urology,14000,0,14000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044027&cycle=2022,N00044027
KNOW Bio,13700,0,13700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044027&cycle=2022,N00044027
Wayne-Sanderson Farms,13600,0,13600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044027&cycle=2022,N00044027
American Development Corp,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044027&cycle=2022,N00044027
CPFRM LLC,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044027&cycle=2022,N00044027
Wg Blount Sons Farms,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044027&cycle=2022,N00044027
American Israel Public Affairs Cmte,29100,4100,25000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035691&cycle=2022,N00035691
Kykenkee Inc,29000,0,29000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035691&cycle=2022,N00035691
Harbert Management,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035691&cycle=2022,N00035691
Quor Venture Advisors,15800,0,15800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035691&cycle=2022,N00035691
Aaa Cooper Transportation,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035691&cycle=2022,N00035691
Ard Contracting,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035691&cycle=2022,N00035691
Coral Gables Trust,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035691&cycle=2022,N00035691
Hammer Lgc,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035691&cycle=2022,N00035691
McGruff Seibles,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035691&cycle=2022,N00035691
McKinney Capital,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035691&cycle=2022,N00035691
American Israel Public Affairs Cmte,18100,4200,13900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025482&cycle=2022,N00025482
Emergent BioSolutions,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025482&cycle=2022,N00025482
Capital Funding Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025482&cycle=2022,N00025482
Comcast Corp,11000,10000,1000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025482&cycle=2022,N00025482
Leidos Inc,11000,10000,1000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025482&cycle=2022,N00025482
Potomac Advocates,10800,0,10800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025482&cycle=2022,N00025482
Huntington Ingalls Industries,10500,10000,500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025482&cycle=2022,N00025482
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025482&cycle=2022,N00025482
American Federation of Teachers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025482&cycle=2022,N00025482
BAE Systems,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025482&cycle=2022,N00025482
JStreetPAC,48327,1581,46746,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049558&cycle=2022,N00049558
Democracy Engine,25076,0,25076,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049558&cycle=2022,N00049558
Swing Left,22746,197,22549,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049558&cycle=2022,N00049558
AmeriPAC: The Fund for a Greater America,17500,5000,12500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049558&cycle=2022,N00049558
Northwestern University,13400,0,13400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049558&cycle=2022,N00049558
Wicklow Capital,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049558&cycle=2022,N00049558
Stanford University,10912,0,10912,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049558&cycle=2022,N00049558
LGBTQ Victory Fund,10250,10000,250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049558&cycle=2022,N00049558
314 Action Fund,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049558&cycle=2022,N00049558
Equality PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049558&cycle=2022,N00049558
UnitedHealth Group,107900,10000,97900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Apollo Global Management,52850,0,52850,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Carlyle Group,47900,0,47900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Blackstone Group,47700,0,47700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
American Israel Public Affairs Cmte,45550,7900,37650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Capital Group,45000,0,45000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Elevance Health,45000,10000,35000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Amgen Inc,44700,5000,39700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
BlackRock Inc,44000,0,44000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
New York Life Insurance,38950,0,38950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Democracy Engine,729960,0,729960,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
LHC Group,23900,10000,13900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
Lockton Companies,21100,5000,16100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
Southwest Business Corp,20100,8600,11500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
Starr-Camargo Bridge Co,20100,0,20100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024978&cycle=2022,N00024978
